,id_a,distancia
1489,EF90436,20
1490,EF102874,26
1491,EF136997,30
1492,EF118094,29
1493,EF106351,34
1494,EF159519,34
1495,EF67961,57
1496,EF138767,15
1497,EF14106,26
1498,EF63886,30
1499,EF110604,31
1500,EF53883,34
1501,EF34669,4
1502,EF98358,32
1503,EF98240,21
1504,EF124825,31
1505,EG49782,41
1506,EG29062,14
1507,EG49074,18
1508,EG15569,4
1509,EG43533,33
1510,EG34050,33
1511,EG35980,37
1512,EG11262,8
1513,EH400222,10
1514,BL312167,39
1515,EH685294,21
1516,BL356373,27
1517,EH923185,15
1518,EH8095,64
1519,EH752729,32
1520,EH598211,31
1521,EH1031298,19
1522,EH739114,14
1523,EH798962,22
1524,EH983263,30
1525,EH1111696,10
1526,EH13299,20
1527,EH420678,11
1528,EH786932,19
1529,EH508866,8
1530,EH885489,32
1531,EH689956,34
1532,EH779010,37
1533,EH614549,8
1534,EH478153,19
1535,EH761251,37
1536,EH129975,28
1537,EH592030,15
1538,EH796719,22
1539,EH593695,27
1540,EH388012,34
1541,EH485155,22
1542,EH868685,64
1543,EH584196,38
1544,EH463531,22
1545,EH300191,29
1546,EH379523,20
1547,EH955241,45
1548,EH1003414,37
1549,EH702326,22
1550,EH23024,37
1551,BL410157,28
1552,EH23574,22
1553,EH113803,29
1554,DE238076,26
1555,EH569953,26
1556,EH531118,1
1557,EH550387,29
1558,EH705163,10
1559,EH813719,42
1560,EH648327,22
1561,EH797901,14
1562,EH1022320,1
1563,EH822502,34
1564,EH383993,25
1565,EH1102728,19
1566,EH945756,36
1567,EH572779,19
1568,EH199203,19
1569,EH94909,22
1570,EH545176,63
1571,EH30122,38
1572,EH962805,15
1573,EH760533,19
1574,EH117333,9
1575,EH735423,18
1576,EH931844,43
1577,EH894435,4
1578,EH589910,3
1579,EH748492,22
1580,EH789300,20
1581,EH774078,32
1582,EH831610,15
1583,DH36371,64
1584,EH182194,34
1585,AL171422,2
1586,EH885053,19
1587,EH332822,38
1588,EH149981,8
1589,EH794598,29
1590,EH118102,22
1591,EH801684,9
1592,EH137010,26
1593,EH170043,2
1594,EH840431,40
1595,EH39550,9
1596,CA47394,42
1597,EH275385,19
1598,EH205448,19
1599,EH1059094,29
1600,EH865368,1
1601,EH828028,16
1602,EH993726,34
1603,EH587109,41
1604,EH387673,14
1605,EH455295,22
1606,EH480190,64
1607,EH771873,22
1608,EH857088,18
1609,EH615877,34
1610,EH424113,11
1611,EH809138,5
1612,EH632884,21
1613,EH816488,19
1614,EH704876,9
1615,EH947302,19
1616,EH463850,5
1617,EH643552,36
1618,EH124118,8
1619,EH440569,32
1620,EL52758,2
1621,EH739533,1
1622,EH899455,19
1623,EH489264,64
1624,EH83783,14
1625,EH778847,29
1626,EH749452,22
1627,EJ27216,34
1628,EJ17762,22
1629,EJ22714,40
1630,EK17484,2
1631,EL56145,20
1632,BR139203,27
1633,EL75612,29
1634,EL18640,26
1635,EL65532,22
1636,EL12814,15
1637,BC53252,20
1638,EL64594,22
1639,EL5042,38
1640,EL67641,1
1641,EL73119,29
1642,EL14158,5
1643,EL66587,34
1644,EM11024,30
1645,EM101196,15
1646,EM111915,22
1647,EM108969,11
1648,EM64385,11
1649,EM12130,37
1650,EM89373,24
1651,EM106061,40
1652,EM92900,8
1653,EM71139,29
1654,EM25387,27
1655,EM77245,8
1656,EM27889,20
1657,EM102531,19
1658,EM106163,26
1659,EM18552,11
1660,EN52597,45
1661,EN58253,45
1662,EN37650,22
1663,EN64307,42
1664,EN57186,26
1665,EN12297,13
1666,EN12177,38
1667,EN52012,19
1668,EN34580,41
1669,EN61586,18
1670,EN51400,1
1671,EN59534,20
1672,EP67826,34
1673,EP35093,26
1674,EP57842,26
1675,EP53109,34
1676,EP43276,22
1677,EP54477,27
1678,BL238850,59
1679,EP98109,29
1680,EP76905,18
1681,EP76584,34
1682,EP12857,41
1683,EP55777,29
1684,EP73708,38
1685,EP21403,26
1686,EB44689,28
1687,ER22102,15
1688,ER28517,10
1689,ER34738,29
1690,ER22271,52
1691,ER28312,2
1692,ER27156,25
1693,ES22568,28
1694,ES15637,30
1695,ES19161,26
1696,ES6531,14
1697,ES4819,14
1698,ES23461,64
